age_cat,c_charge_degree,decile_score,juv_fel_count,juv_misd_count,juv_other_count,priors_count,race,score_text,sex,two_year_recid
Greater than 45,F,2,0,0,0,16,African-American,Low,Male,0
Greater than 45,F,10,0,0,0,2,African-American,High,Female,1
25 - 45,M,1,0,0,0,0,Caucasian,Low,Male,1
Less than 25,F,8,0,0,1,0,Other,High,Male,1
25 - 45,M,8,0,0,0,13,African-American,High,Male,1
Greater than 45,F,8,0,0,0,16,African-American,High,Female,0
25 - 45,M,6,0,0,0,1,African-American,Medium,Male,1
25 - 45,F,5,0,0,0,3,African-American,Medium,Male,1
Greater than 45,F,5,0,0,0,6,Caucasian,Medium,Male,1
25 - 45,F,4,0,0,0,1,Caucasian,Low,Male,1
25 - 45,F,7,0,0,0,4,Other,Medium,Female,1
Greater than 45,F,3,0,0,0,5,African-American,Low,Male,1
25 - 45,F,9,1,1,0,10,African-American,High,Male,1
25 - 45,F,10,0,0,0,5,African-American,High,Male,0
Greater than 45,F,1,0,0,0,2,Caucasian,Low,Male,0
25 - 45,F,1,0,0,0,0,African-American,Low,Male,0
Less than 25,F,6,1,2,2,6,African-American,Medium,Male,0
Greater than 45,F,9,0,0,0,28,African-American,High,Male,1
25 - 45,F,7,0,0,1,8,African-American,Medium,Male,1
Less than 25,F,9,1,0,0,6,African-American,High,Female,1
Greater than 45,M,1,0,0,0,2,African-American,Low,Male,0
Greater than 45,M,6,0,0,0,12,African-American,Medium,Male,1
Less than 25,M,5,0,0,1,1,Caucasian,Medium,Male,1
25 - 45,M,2,0,0,0,1,African-American,Low,Male,0
Less than 25,F,10,0,0,0,1,African-American,High,Male,1
Greater than 45,F,1,0,0,0,0,Caucasian,Low,Male,0
Less than 25,F,10,0,0,0,0,Other,High,Male,0
25 - 45,F,2,0,0,0,3,Caucasian,Low,Male,0
Greater than 45,F,1,0,0,0,3,Caucasian,Low,Male,0
25 - 45,F,6,0,0,0,4,Caucasian,Medium,Male,1
Greater than 45,F,1,0,0,0,0,Caucasian,Low,Male,0
25 - 45,F,1,0,0,0,4,Other,Low,Male,1
Greater than 45,F,1,0,0,0,1,Caucasian,Low,Male,1
25 - 45,F,6,0,0,0,0,Other,Medium,Male,0
Greater than 45,F,1,0,0,0,1,Other,Low,Male,0
25 - 45,M,4,0,0,0,2,Other,Low,Male,0
Less than 25,F,9,0,0,1,6,Caucasian,High,Female,1
Less than 25,M,9,0,0,4,2,Caucasian,High,Male,1
25 - 45,M,9,0,0,0,2,African-American,High,Male,0
Greater than 45,F,7,0,0,0,5,Other,Medium,Male,1
25 - 45,F,2,0,0,0,1,African-American,Low,Male,0
25 - 45,M,2,0,0,0,0,Caucasian,Low,Female,0
25 - 45,F,9,0,0,0,6,Caucasian,High,Male,1
25 - 45,M,4,0,0,0,0,Caucasian,Low,Male,1
Greater than 45,M,1,0,0,0,0,African-American,Low,Male,0
25 - 45,F,4,0,0,0,4,African-American,Low,Male,1
Greater than 45,M,1,0,0,0,0,Caucasian,Low,Female,0
25 - 45,F,5,0,0,0,0,African-American,Medium,Male,0
Less than 25,F,5,0,0,0,2,Other,Medium,Female,1
25 - 45,F,7,0,0,0,4,African-American,Medium,Male,1
25 - 45,M,3,0,0,0,1,Caucasian,Low,Male,1
25 - 45,F,5,0,0,0,7,Other,Medium,Male,1
Greater than 45,F,3,0,0,0,20,Other,Low,Male,0
Greater than 45,F,6,0,0,0,33,African-American,Medium,Male,1
25 - 45,F,5,0,0,0,2,Caucasian,Medium,Male,0
Greater than 45,M,1,0,0,0,1,Caucasian,Low,Male,0
25 - 45,F,2,0,0,0,1,Caucasian,Low,Male,0
25 - 45,F,7,0,0,0,1,African-American,Medium,Male,0
Greater than 45,M,3,0,0,0,4,Caucasian,Low,Male,0
25 - 45,M,2,0,0,0,12,African-American,Low,Female,0
Greater than 45,F,5,0,0,0,12,Other,Medium,Male,0
25 - 45,M,2,0,0,0,0,African-American,Low,Female,0
Greater than 45,M,1,0,0,0,0,Caucasian,Low,Female,0
25 - 45,M,4,0,0,0,7,Other,Low,Male,0
25 - 45,M,1,0,0,0,2,Other,Low,Male,0
25 - 45,M,3,0,0,0,2,African-American,Low,Male,0
25 - 45,F,4,0,0,0,6,African-American,Low,Female,0
25 - 45,M,1,0,0,0,0,Other,Low,Male,0
Greater than 45,F,7,0,0,0,10,African-American,Medium,Male,1
25 - 45,F,5,0,0,0,5,African-American,Medium,Male,1
Less than 25,F,2,0,0,0,0,Caucasian,Low,Male,0
Greater than 45,F,7,0,0,0,1,Caucasian,Medium,Male,1
Greater than 45,M,8,0,0,0,0,African-American,High,Male,1
Greater than 45,M,5,0,0,0,4,African-American,Medium,Male,0
Less than 25,F,4,0,0,0,0,African-American,Low,Male,1
25 - 45,F,4,0,0,0,4,Caucasian,Low,Male,1
Less than 25,F,2,0,0,0,0,Caucasian,Low,Male,0
Less than 25,M,9,0,0,0,0,Caucasian,High,Male,0
25 - 45,F,4,0,1,3,6,Caucasian,Low,Male,0
25 - 45,M,3,0,1,0,1,African-American,Low,Male,1
25 - 45,F,2,0,0,0,0,African-American,Low,Male,0
25 - 45,F,4,0,1,0,6,African-American,Low,Male,1
25 - 45,F,1,0,0,0,1,Caucasian,Low,Male,1
Less than 25,F,3,0,0,0,0,Caucasian,Low,Male,1
25 - 45,F,1,0,0,0,1,Other,Low,Male,0
25 - 45,F,3,0,0,0,0,Caucasian,Low,Male,0
25 - 45,F,10,1,1,0,20,Other,High,Male,0
25 - 45,F,7,0,0,0,0,African-American,Medium,Male,0
25 - 45,F,7,0,0,0,14,African-American,Medium,Male,1
Less than 25,M,10,0,0,1,9,Caucasian,High,Male,1
Less than 25,F,10,1,0,4,6,Caucasian,High,Male,1
Less than 25,F,6,0,0,0,0,Other,Medium,Male,1
Greater than 45,M,1,0,0,0,1,Caucasian,Low,Male,0
25 - 45,F,9,0,0,0,5,African-American,High,Male,1
25 - 45,M,1,0,0,0,2,Other,Low,Male,1
Greater than 45,F,6,0,0,0,2,Caucasian,Medium,Male,1
25 - 45,M,3,0,0,0,1,African-American,Low,Male,0
25 - 45,F,5,0,0,0,0,African-American,Medium,Male,0
Less than 25,F,2,0,0,0,2,Caucasian,Low,Male,0
Greater than 45,F,1,0,0,0,1,Other,Low,Female,0
25 - 45,F,5,0,0,0,8,African-American,Medium,Male,0
Greater than 45,F,6,0,0,0,6,African-American,Medium,Male,0
25 - 45,F,6,0,0,1,3,African-American,Medium,Male,0
Greater than 45,F,1,0,0,0,0,Other,Low,Female,0
25 - 45,F,3,0,0,0,3,African-American,Low,Male,1
Less than 25,F,5,0,2,0,3,African-American,Medium,Male,1
Greater than 45,M,1,0,0,0,1,Caucasian,Low,Male,0
Less than 25,F,7,0,1,0,3,African-American,Medium,Male,1
Greater than 45,M,3,0,0,0,3,African-American,Low,Male,0
25 - 45,F,1,0,0,0,0,African-American,Low,Male,0
25 - 45,F,6,0,0,0,1,Caucasian,Medium,Male,0
25 - 45,F,8,8,0,1,16,African-American,High,Male,1
25 - 45,M,3,0,0,0,0,African-American,Low,Female,0
Less than 25,F,5,0,0,0,1,African-American,Medium,Male,0
25 - 45,F,4,0,0,0,2,Caucasian,Low,Male,1
25 - 45,F,4,0,0,0,5,Caucasian,Low,Male,0
Less than 25,F,8,0,0,0,8,Other,High,Male,0
25 - 45,M,4,0,0,0,5,African-American,Low,Male,1
25 - 45,M,3,0,0,0,11,Caucasian,Low,Male,0
25 - 45,F,2,0,0,0,6,African-American,Low,Female,1
25 - 45,M,1,0,0,0,0,Caucasian,Low,Male,0
25 - 45,F,7,0,0,0,15,African-American,Medium,Male,0
25 - 45,F,6,0,0,0,4,Other,Medium,Male,0
25 - 45,M,3,0,0,0,0,African-American,Low,Female,0
Less than 25,F,4,0,0,0,1,Caucasian,Low,Male,0
Greater than 45,F,1,0,0,0,1,Other,Low,Male,0
Greater than 45,M,1,0,0,0,2,Caucasian,Low,Female,1
Greater than 45,F,1,0,0,0,5,Caucasian,Low,Male,1
25 - 45,F,6,0,0,0,8,Caucasian,Medium,Male,1
Greater than 45,M,1,0,0,0,0,Caucasian,Low,Male,1
Greater than 45,M,1,0,0,0,0,Caucasian,Low,Female,0
25 - 45,F,6,0,0,1,5,African-American,Medium,Male,1
Less than 25,M,3,0,0,0,0,Caucasian,Low,Female,0
Less than 25,M,4,0,0,0,1,Caucasian,Low,Male,0
25 - 45,M,6,0,0,0,0,Other,Medium,Male,1
Less than 25,F,10,1,0,0,10,African-American,High,Male,1
25 - 45,M,1,0,0,0,0,Other,Low,Male,0
25 - 45,F,2,0,0,0,1,Other,Low,Male,0
Less than 25,F,7,4,0,0,4,African-American,Medium,Male,1
25 - 45,F,8,0,0,0,4,African-American,High,Male,0
25 - 45,M,3,0,0,0,0,African-American,Low,Male,0
Less than 25,F,7,0,0,0,0,Caucasian,Medium,Female,0
25 - 45,M,2,0,0,0,0,African-American,Low,Male,0
Less than 25,M,2,0,0,0,0,Other,Low,Male,1
25 - 45,F,1,0,0,0,1,Other,Low,Male,0
Less than 25,F,5,0,0,1,0,Caucasian,Medium,Female,0
Less than 25,F,3,1,0,0,1,African-American,Low,Male,0
25 - 45,M,8,0,0,0,3,African-American,High,Male,1
25 - 45,M,7,0,0,0,3,African-American,Medium,Male,1
Greater than 45,F,5,0,0,0,17,African-American,Medium,Male,1
25 - 45,F,2,0,0,0,0,African-American,Low,Male,0
Less than 25,F,10,0,0,0,11,African-American,High,Male,1
25 - 45,F,1,0,0,0,1,African-American,Low,Female,0
25 - 45,M,10,0,0,0,1,Other,High,Male,1
25 - 45,M,7,0,0,0,1,African-American,Medium,Male,0
25 - 45,F,6,0,0,0,6,Caucasian,Medium,Male,1
25 - 45,M,1,0,0,0,1,African-American,Low,Male,0
Greater than 45,M,1,0,0,0,0,Caucasian,Low,Female,0
25 - 45,M,1,0,0,0,2,Caucasian,Low,Male,0
25 - 45,M,7,0,0,0,5,African-American,Medium,Male,1
25 - 45,F,1,0,0,0,0,Caucasian,Low,Male,0
Less than 25,F,8,0,0,1,0,African-American,High,Male,1
25 - 45,M,1,0,0,0,1,Other,Low,Male,0
25 - 45,F,5,0,0,0,4,African-American,Medium,Male,1
Greater than 45,M,1,0,0,0,0,Caucasian,Low,Male,0
25 - 45,F,5,0,0,0,6,Other,Medium,Male,1
25 - 45,M,2,0,0,0,2,Caucasian,Low,Male,1
25 - 45,F,3,0,0,0,10,African-American,Low,Male,0
25 - 45,M,8,0,0,0,6,African-American,High,Male,0
Greater than 45,M,3,0,0,0,9,African-American,Low,Male,1
Less than 25,F,10,0,0,0,3,Caucasian,High,Female,0
Less than 25,M,5,0,0,0,0,African-American,Medium,Female,0
Less than 25,F,10,0,0,0,2,Caucasian,High,Female,1
25 - 45,M,1,0,0,0,1,African-American,Low,Male,0
25 - 45,M,1,0,0,0,0,African-American,Low,Male,0
Greater than 45,F,6,0,0,0,15,African-American,Medium,Male,1
Less than 25,F,10,0,0,0,4,African-American,High,Male,1
25 - 45,M,2,0,0,0,0,Other,Low,Male,0
Less than 25,F,9,0,1,1,4,African-American,High,Male,1
25 - 45,F,7,0,0,0,3,Caucasian,Medium,Male,1
25 - 45,M,9,0,0,0,5,Caucasian,High,Male,0
25 - 45,F,5,0,0,0,1,Caucasian,Medium,Male,0
Less than 25,F,5,0,2,0,3,Caucasian,Medium,Male,1
25 - 45,F,1,0,0,0,0,African-American,Low,Male,0
25 - 45,F,9,0,2,1,18,African-American,High,Male,1
25 - 45,F,3,0,0,0,0,Caucasian,Low,Female,1
Less than 25,F,9,0,0,0,0,Other,High,Male,0
Greater than 45,F,2,0,0,0,4,African-American,Low,Female,1
Greater than 45,M,4,0,0,0,0,Caucasian,Low,Female,1
Less than 25,F,3,0,0,1,0,African-American,Low,Male,0
Less than 25,F,8,0,0,0,0,African-American,High,Female,0
25 - 45,F,2,0,0,0,0,African-American,Low,Male,0
Less than 25,F,10,0,0,0,1,Caucasian,High,Male,1
Less than 25,F,4,0,0,0,2,Caucasian,Low,Male,1
25 - 45,F,4,0,0,0,3,Caucasian,Low,Male,1
25 - 45,F,8,0,0,0,8,African-American,High,Male,1
25 - 45,F,6,0,0,0,10,African-American,Medium,Female,0
Greater than 45,F,6,0,0,0,1,Caucasian,Medium,Female,0
Less than 25,F,7,0,0,0,4,African-American,Medium,Male,0
25 - 45,F,2,0,0,0,2,Caucasian,Low,Male,1
25 - 45,F,8,0,0,0,0,African-American,High,Male,1
Less than 25,F,4,0,0,0,1,African-American,Low,Male,1
25 - 45,F,2,0,0,0,9,African-American,Low,Female,1
25 - 45,F,7,0,0,0,13,African-American,Medium,Male,1
25 - 45,F,1,0,0,0,1,Caucasian,Low,Male,1
25 - 45,F,10,0,0,0,23,African-American,High,Male,1
Greater than 45,F,9,0,0,0,20,African-American,High,Male,0
Less than 25,F,7,0,1,0,3,African-American,Medium,Male,0
25 - 45,M,9,0,0,1,1,African-American,High,Male,1
Less than 25,M,6,0,0,0,2,Other,Medium,Male,1
Greater than 45,M,2,0,0,0,2,African-American,Low,Male,1
25 - 45,M,4,0,0,0,0,African-American,Low,Male,0
25 - 45,F,3,0,0,0,0,African-American,Low,Female,0
Greater than 45,M,1,0,0,0,1,Caucasian,Low,Male,0
Greater than 45,F,1,0,0,0,0,Other,Low,Male,0
Less than 25,F,5,0,0,0,0,African-American,Medium,Male,0
25 - 45,F,4,0,0,0,11,African-American,Low,Male,0
25 - 45,M,9,0,0,0,4,Other,High,Male,1
25 - 45,F,5,0,0,0,5,Caucasian,Medium,Male,0
25 - 45,M,7,0,0,0,2,African-American,Medium,Male,0
Greater than 45,F,1,0,0,0,0,Other,Low,Male,0
25 - 45,M,1,0,0,0,0,African-American,Low,Female,0
Greater than 45,F,3,0,0,0,2,Caucasian,Low,Female,0
25 - 45,M,2,0,0,0,0,African-American,Low,Male,0
25 - 45,M,7,0,0,0,0,African-American,Medium,Male,1
Greater than 45,F,9,0,0,0,17,African-American,High,Male,1
Less than 25,F,9,0,0,1,3,African-American,High,Male,0
25 - 45,M,2,0,0,0,0,Caucasian,Low,Female,0
25 - 45,F,9,0,0,1,15,Caucasian,High,Female,1
25 - 45,F,9,0,0,0,7,Other,High,Male,1
Less than 25,M,10,0,0,1,2,African-American,High,Male,1
25 - 45,F,4,0,0,0,3,African-American,Low,Male,0
Less than 25,F,6,0,0,1,0,Other,Medium,Male,1
Greater than 45,F,1,0,0,0,3,Caucasian,Low,Male,1
25 - 45,F,9,0,0,0,15,African-American,High,Male,1
25 - 45,F,2,0,0,0,2,African-American,Low,Female,0
25 - 45,F,7,0,0,0,5,African-American,Medium,Male,0
25 - 45,M,5,0,1,0,4,African-American,Medium,Male,0
25 - 45,M,5,0,0,0,1,African-American,Medium,Male,0
25 - 45,F,8,0,0,0,14,African-American,High,Male,1
Greater than 45,F,1,0,0,0,2,Caucasian,Low,Male,0
25 - 45,M,2,0,0,0,3,African-American,Low,Male,1
Less than 25,F,10,1,0,0,2,African-American,High,Male,0
25 - 45,F,8,0,0,0,4,African-American,High,Male,1
Greater than 45,F,5,0,0,0,2,Caucasian,Medium,Male,1
Greater than 45,F,7,0,0,0,20,African-American,Medium,Male,1
25 - 45,M,4,0,0,0,2,African-American,Low,Male,0
Less than 25,M,6,0,0,0,1,African-American,Medium,Male,0
25 - 45,F,1,0,0,0,1,African-American,Low,Male,0
Greater than 45,F,1,0,0,0,0,African-American,Low,Male,0
25 - 45,F,3,0,0,0,6,African-American,Low,Male,0
25 - 45,M,6,0,0,0,10,African-American,Medium,Male,1
25 - 45,F,8,0,1,0,10,African-American,High,Male,1
25 - 45,F,2,0,0,0,1,Caucasian,Low,Male,0
Greater than 45,F,3,0,0,0,9,Caucasian,Low,Female,1
Greater than 45,F,1,0,0,0,1,Caucasian,Low,Male,0
25 - 45,F,6,0,1,0,8,African-American,Medium,Male,0
25 - 45,F,1,0,0,0,0,African-American,Low,Male,0
Less than 25,M,4,0,0,0,0,Other,Low,Male,0
Greater than 45,F,8,0,0,0,2,Caucasian,High,Female,0
Less than 25,F,5,0,0,0,0,African-American,Medium,Male,1
25 - 45,F,1,0,0,0,5,African-American,Low,Male,1
25 - 45,M,1,0,0,1,1,African-American,Low,Male,0
Greater than 45,F,8,0,0,0,18,African-American,High,Male,1
Greater than 45,M,1,0,0,0,0,African-American,Low,Male,0
Less than 25,F,5,0,0,0,1,African-American,Medium,Male,0
25 - 45,F,2,0,0,0,1,Caucasian,Low,Male,1
Greater than 45,F,1,0,0,0,0,Caucasian,Low,Male,0
25 - 45,M,1,0,0,0,0,Caucasian,Low,Male,1
Less than 25,F,10,0,0,0,1,Other,High,Male,0
Less than 25,M,2,0,0,0,0,Caucasian,Low,Male,0
25 - 45,F,2,0,0,0,0,Caucasian,Low,Male,1
Greater than 45,M,1,0,0,0,0,Caucasian,Low,Male,0
25 - 45,M,2,0,0,0,2,Caucasian,Low,Male,0
Less than 25,F,3,0,0,0,1,Caucasian,Low,Male,0
25 - 45,F,3,0,0,0,1,Other,Low,Female,0
Less than 25,F,8,0,0,0,0,African-American,High,Male,0
25 - 45,F,4,0,0,0,11,Caucasian,Low,Male,1
25 - 45,F,1,0,0,0,1,Caucasian,Low,Male,0
Less than 25,F,4,0,1,1,1,Caucasian,Low,Male,1
Greater than 45,F,4,0,0,0,0,African-American,Low,Male,1
25 - 45,F,10,0,0,0,4,African-American,High,Female,1
Greater than 45,F,6,0,0,0,2,African-American,Medium,Male,0
Greater than 45,F,1,0,0,0,1,Caucasian,Low,Female,0
Less than 25,F,9,0,0,1,6,African-American,High,Male,1
Less than 25,F,8,0,0,0,0,African-American,High,Male,0
25 - 45,F,2,0,0,0,0,African-American,Low,Male,0
Less than 25,F,3,0,0,0,0,African-American,Low,Male,0
Greater than 45,F,9,0,0,0,11,African-American,High,Male,0
25 - 45,F,7,0,1,0,10,African-American,Medium,Male,1
Less than 25,F,2,0,0,0,0,African-American,Low,Male,0
Less than 25,M,5,0,0,0,0,Caucasian,Medium,Female,0
25 - 45,F,1,0,0,0,0,Other,Low,Male,0
25 - 45,F,5,0,0,0,22,Caucasian,Medium,Male,1
Less than 25,F,10,0,0,0,0,African-American,High,Male,1
Greater than 45,F,1,0,0,0,0,Caucasian,Low,Female,0
Less than 25,F,3,0,0,0,1,Caucasian,Low,Male,0
25 - 45,M,5,0,1,1,7,African-American,Medium,Male,1
25 - 45,M,9,0,0,0,1,African-American,High,Female,0
Greater than 45,F,1,0,0,0,8,African-American,Low,Male,0
25 - 45,M,9,0,4,0,10,African-American,High,Male,0
25 - 45,F,5,0,0,0,0,African-American,Medium,Female,0
Less than 25,F,5,0,0,2,0,African-American,Medium,Male,1
25 - 45,F,5,0,0,0,3,African-American,Medium,Female,0
Less than 25,F,5,0,0,0,2,African-American,Medium,Male,1
25 - 45,F,7,0,0,0,4,African-American,Medium,Male,1
25 - 45,F,7,0,0,0,5,Other,Medium,Male,0
Greater than 45,F,10,0,0,0,19,African-American,High,Female,1
Less than 25,F,4,0,0,0,1,Other,Low,Male,1
Less than 25,M,10,0,0,0,0,Other,High,Female,0
Less than 25,F,8,0,0,0,1,Caucasian,High,Female,1
Less than 25,F,2,0,0,0,0,African-American,Low,Female,0
25 - 45,M,7,0,0,0,3,Other,Medium,Male,0
Greater than 45,F,2,0,0,0,18,Caucasian,Low,Male,1
Greater than 45,F,1,0,0,0,0,African-American,Low,Female,0
Less than 25,F,7,0,0,0,0,African-American,Medium,Female,0
25 - 45,F,7,0,0,1,5,African-American,Medium,Male,1
25 - 45,F,6,0,0,0,6,African-American,Medium,Male,0
Less than 25,M,4,0,0,0,2,Other,Low,Male,0
25 - 45,F,9,0,0,0,4,African-American,High,Male,1
25 - 45,M,3,0,0,0,2,African-American,Low,Male,0
25 - 45,M,4,0,0,0,1,African-American,Low,Male,0
25 - 45,F,2,0,0,0,1,Other,Low,Male,1
25 - 45,F,2,0,0,0,0,Other,Low,Male,0
25 - 45,M,2,0,0,0,0,African-American,Low,Male,0
25 - 45,F,6,0,0,0,8,African-American,Medium,Male,1
25 - 45,M,2,0,0,0,0,Caucasian,Low,Male,0
Greater than 45,M,1,0,0,0,0,Caucasian,Low,Male,0
25 - 45,F,2,0,0,0,4,African-American,Low,Male,0
25 - 45,F,5,0,0,0,4,African-American,Medium,Female,0
Less than 25,M,4,0,0,0,1,Caucasian,Low,Male,1
Less than 25,F,9,0,2,1,2,Caucasian,High,Male,1
Less than 25,F,4,0,0,0,0,Caucasian,Low,Male,1
Greater than 45,F,6,0,0,0,11,African-American,Medium,Male,0
Greater than 45,F,7,0,0,0,0,Caucasian,Medium,Male,0
25 - 45,F,1,0,0,0,0,Other,Low,Male,0
25 - 45,F,7,0,0,0,3,African-American,Medium,Female,0
25 - 45,M,1,0,0,0,0,Caucasian,Low,Male,0
Less than 25,F,9,0,1,0,1,African-American,High,Male,1
25 - 45,M,3,0,0,0,2,Caucasian,Low,Male,0
Less than 25,F,5,0,0,0,0,African-American,Medium,Male,1
25 - 45,F,9,0,0,1,22,African-American,High,Male,1
Less than 25,M,4,0,0,0,0,Other,Low,Female,0
Greater than 45,M,1,0,0,0,0,African-American,Low,Male,0
25 - 45,F,1,0,0,0,0,Other,Low,Male,0
25 - 45,F,5,0,0,0,2,Caucasian,Medium,Male,1
Greater than 45,M,3,0,0,0,2,Caucasian,Low,Male,0
Less than 25,F,4,0,0,2,0,Caucasian,Low,Male,0
Less than 25,M,5,0,0,0,1,African-American,Medium,Female,1
25 - 45,M,2,0,0,0,1,African-American,Low,Female,0
Greater than 45,M,1,0,0,0,0,Other,Low,Male,0
25 - 45,F,6,0,0,0,2,Caucasian,Medium,Male,0
25 - 45,F,2,0,0,0,3,African-American,Low,Male,1
25 - 45,M,2,0,0,0,0,African-American,Low,Female,0
25 - 45,F,3,0,0,0,0,African-American,Low,Male,0
25 - 45,M,7,0,0,0,3,Other,Medium,Male,0
25 - 45,F,10,0,0,0,17,African-American,High,Male,1
Less than 25,M,6,1,1,0,1,Caucasian,Medium,Female,1
Less than 25,F,1,0,0,0,1,African-American,Low,Male,1
25 - 45,F,7,0,0,0,11,Other,Medium,Male,0
25 - 45,F,5,0,0,0,1,Caucasian,Medium,Female,0
25 - 45,F,6,0,0,0,7,African-American,Medium,Male,0
Less than 25,F,3,0,0,1,0,African-American,Low,Male,0
25 - 45,M,2,0,0,0,0,Caucasian,Low,Male,0
25 - 45,F,4,0,0,0,8,Caucasian,Low,Male,0
Greater than 45,M,6,0,0,0,7,African-American,Medium,Male,0
25 - 45,F,7,0,0,0,14,African-American,Medium,Male,1
25 - 45,M,5,0,0,0,0,African-American,Medium,Male,0
25 - 45,M,3,0,0,0,1,Caucasian,Low,Female,1
25 - 45,M,8,0,0,0,5,African-American,High,Male,1
25 - 45,F,10,0,1,0,16,African-American,High,Male,0
25 - 45,M,3,0,0,0,1,Caucasian,Low,Male,1
25 - 45,M,1,0,0,0,0,Other,Low,Female,1
25 - 45,M,1,0,0,0,0,Caucasian,Low,Male,0
Greater than 45,F,4,0,0,0,2,Caucasian,Low,Male,0
25 - 45,M,6,0,0,0,3,African-American,Medium,Male,1
Less than 25,F,3,0,0,0,1,African-American,Low,Female,0
25 - 45,M,2,0,0,0,2,Caucasian,Low,Male,0
25 - 45,F,8,0,0,0,13,African-American,High,Male,1
25 - 45,F,1,0,0,0,0,Other,Low,Male,0
Less than 25,F,3,0,0,0,0,Other,Low,Male,1
25 - 45,F,8,1,0,0,20,African-American,High,Male,0
25 - 45,F,8,0,1,1,3,African-American,High,Male,1
Greater than 45,F,10,1,0,0,25,African-American,High,Male,1
Less than 25,M,7,0,0,1,1,African-American,Medium,Male,1
Greater than 45,M,8,1,0,0,9,African-American,High,Male,1
25 - 45,F,4,0,0,0,5,Caucasian,Low,Male,1
Greater than 45,M,7,0,0,0,4,African-American,Medium,Male,1
25 - 45,M,2,0,0,0,4,African-American,Low,Male,0
Greater than 45,M,1,0,0,0,4,Caucasian,Low,Male,0
25 - 45,F,4,0,0,0,1,African-American,Low,Male,1
25 - 45,M,4,0,0,0,2,African-American,Low,Male,0
Less than 25,M,5,0,0,0,0,African-American,Medium,Female,1
25 - 45,F,5,0,0,0,6,African-American,Medium,Male,1
25 - 45,F,2,0,0,0,3,Other,Low,Male,0
Greater than 45,F,1,0,0,0,0,Caucasian,Low,Male,0
Less than 25,M,7,0,0,1,1,African-American,Medium,Male,1
25 - 45,M,7,0,0,0,4,Caucasian,Medium,Male,1
25 - 45,M,2,0,0,0,1,Caucasian,Low,Female,1
Less than 25,F,8,0,0,1,1,African-American,High,Male,0
Less than 25,F,9,0,1,1,1,African-American,High,Male,1
Less than 25,F,4,0,2,0,3,Caucasian,Low,Male,1
25 - 45,M,8,0,1,0,4,African-American,High,Male,1
Greater than 45,F,2,0,0,0,1,Caucasian,Low,Male,0
Less than 25,F,5,0,1,0,5,African-American,Medium,Male,1
25 - 45,F,4,0,0,0,0,Caucasian,Low,Male,0
Greater than 45,F,1,0,0,0,0,Caucasian,Low,Male,0
25 - 45,M,2,0,0,0,1,Other,Low,Female,0
Less than 25,M,9,0,1,1,7,African-American,High,Male,0
Less than 25,M,5,0,0,0,0,Caucasian,Medium,Female,0
Less than 25,F,3,0,0,0,1,African-American,Low,Male,1
25 - 45,F,7,0,0,0,1,African-American,Medium,Male,0
25 - 45,M,8,0,0,0,9,African-American,High,Male,0
25 - 45,F,4,0,0,0,5,African-American,Low,Male,1
Less than 25,F,6,0,0,0,1,Caucasian,Medium,Female,0
25 - 45,F,9,0,0,0,0,African-American,High,Male,1
25 - 45,M,8,0,3,0,25,African-American,High,Male,1
Less than 25,F,4,0,0,0,0,African-American,Low,Male,0
25 - 45,F,8,0,0,0,13,African-American,High,Male,1
Greater than 45,F,1,0,0,0,0,Other,Low,Male,0
Greater than 45,M,1,0,0,0,5,African-American,Low,Male,1
25 - 45,F,3,0,0,0,4,African-American,Low,Female,0
25 - 45,F,2,0,0,0,0,Caucasian,Low,Male,0
Greater than 45,F,1,0,0,0,0,African-American,Low,Female,0
Less than 25,F,9,1,0,1,3,African-American,High,Male,0
25 - 45,M,2,0,0,0,1,African-American,Low,Female,0
Less than 25,F,8,0,1,0,1,Caucasian,High,Male,1
25 - 45,F,4,0,0,0,3,Caucasian,Low,Male,0
Less than 25,F,10,0,3,1,6,African-American,High,Male,1
25 - 45,F,3,0,0,0,4,Other,Low,Male,1
25 - 45,F,3,0,0,0,1,African-American,Low,Male,0
25 - 45,M,4,0,0,0,4,Caucasian,Low,Female,0
Greater than 45,F,1,0,0,0,1,Caucasian,Low,Male,0
25 - 45,M,10,0,0,1,25,Other,High,Male,1
25 - 45,F,7,0,0,0,1,African-American,Medium,Male,0
Less than 25,F,6,0,0,0,3,Other,Medium,Male,1
Greater than 45,F,2,0,0,0,3,African-American,Low,Male,0
Less than 25,M,4,0,0,0,1,Caucasian,Low,Male,1
25 - 45,F,5,0,0,0,4,African-American,Medium,Male,0
25 - 45,F,3,0,0,0,1,Caucasian,Low,Female,1
25 - 45,F,5,0,0,0,1,African-American,Medium,Female,0
25 - 45,M,1,0,0,0,0,Other,Low,Male,0
25 - 45,F,7,0,0,0,9,African-American,Medium,Male,1
25 - 45,F,10,0,0,0,0,Caucasian,High,Male,1
Greater than 45,F,1,0,0,0,1,Caucasian,Low,Male,1
25 - 45,M,1,0,0,0,1,Other,Low,Male,0
Greater than 45,M,2,0,0,0,1,Other,Low,Female,0
25 - 45,M,6,0,0,0,3,African-American,Medium,Male,1
25 - 45,F,1,0,0,0,3,African-American,Low,Male,1
25 - 45,M,3,0,0,0,5,African-American,Low,Male,1
Greater than 45,M,1,0,0,0,0,Other,Low,Male,1
25 - 45,M,1,0,0,0,0,Caucasian,Low,Female,0
